WKT,id,left,top,right,bottom,GSR_mean
"MULTIPOLYGON (((-3528.0896 6717395.1596,-3478.0896 6717395.1596,-3478.0896 6717345.1596,-3528.0896 6717345.1596,-3528.0896 6717395.1596)))",812,-3528.089599999999791,6717395.159600000828505,-3478.089599999999791,6717345.159599999897182,
"MULTIPOLYGON (((-3528.0896 6717345.1596,-3478.0896 6717345.1596,-3478.0896 6717295.1596,-3528.0896 6717295.1596,-3528.0896 6717345.1596)))",813,-3528.089599999999791,6717345.159599999897182,-3478.089599999999791,6717295.159599999897182,
"MULTIPOLYGON (((-3528.0896 6717295.1596,-3478.0896 6717295.1596,-3478.0896 6717245.1596,-3528.0896 6717245.1596,-3528.0896 6717295.1596)))",814,-3528.089599999999791,6717295.159599999897182,-3478.089599999999791,6717245.159599999897182,
"MULTIPOLYGON (((-3528.0896 6717245.1596,-3478.0896 6717245.1596,-3478.0896 6717195.1596,-3528.0896 6717195.1596,-3528.0896 6717245.1596)))",815,-3528.089599999999791,6717245.159599999897182,-3478.089599999999791,6717195.159599999897182,
"MULTIPOLYGON (((-3528.0896 6717195.1596,-3478.0896 6717195.1596,-3478.0896 6717145.1596,-3528.0896 6717145.1596,-3528.0896 6717195.1596)))",816,-3528.089599999999791,6717195.159599999897182,-3478.089599999999791,6717145.159599999897182,
"MULTIPOLYGON (((-3478.0896 6719545.1596,-3428.0896 6719545.1596,-3428.0896 6719495.1596,-3478.0896 6719495.1596,-3478.0896 6719545.1596)))",817,-3478.089599999999791,6719545.159599999897182,-3428.089599999999791,6719495.159599999897182,
"MULTIPOLYGON (((-3478.0896 6719495.1596,-3428.0896 6719495.1596,-3428.0896 6719445.1596,-3478.0896 6719445.1596,-3478.0896 6719495.1596)))",818,-3478.089599999999791,6719495.159599999897182,-3428.089599999999791,6719445.159599999897182,
"MULTIPOLYGON (((-3478.0896 6719445.1596,-3428.0896 6719445.1596,-3428.0896 6719395.1596,-3478.0896 6719395.1596,-3478.0896 6719445.1596)))",819,-3478.089599999999791,6719445.159599999897182,-3428.089599999999791,6719395.159599999897182,
"MULTIPOLYGON (((-3478.0896 6719395.1596,-3428.0896 6719395.1596,-3428.0896 6719345.1596,-3478.0896 6719345.1596,-3478.0896 6719395.1596)))",820,-3478.089599999999791,6719395.159599999897182,-3428.089599999999791,6719345.159599999897182,
"MULTIPOLYGON (((-3478.0896 6719345.1596,-3428.0896 6719345.1596,-3428.0896 6719295.1596,-3478.0896 6719295.1596,-3478.0896 6719345.1596)))",821,-3478.089599999999791,6719345.159599999897182,-3428.089599999999791,6719295.159599999897182,
"MULTIPOLYGON (((-3478.0896 6719295.1596,-3428.0896 6719295.1596,-3428.0896 6719245.1596,-3478.0896 6719245.1596,-3478.0896 6719295.1596)))",822,-3478.089599999999791,6719295.159599999897182,-3428.089599999999791,6719245.159599999897182,
"MULTIPOLYGON (((-3478.0896 6719245.1596,-3428.0896 6719245.1596,-3428.0896 6719195.1596,-3478.0896 6719195.1596,-3478.0896 6719245.1596)))",823,-3478.089599999999791,6719245.159599999897182,-3428.089599999999791,6719195.159599999897182,
"MULTIPOLYGON (((-3478.0896 6719195.1596,-3428.0896 6719195.1596,-3428.0896 6719145.1596,-3478.0896 6719145.1596,-3478.0896 6719195.1596)))",824,-3478.089599999999791,6719195.159599999897182,-3428.089599999999791,6719145.159599998965859,
"MULTIPOLYGON (((-3478.0896 6719145.1596,-3428.0896 6719145.1596,-3428.0896 6719095.1596,-3478.0896 6719095.1596,-3478.0896 6719145.1596)))",825,-3478.089599999999791,6719145.159599998965859,-3428.089599999999791,6719095.159599999897182,
"MULTIPOLYGON (((-3478.0896 6719095.1596,-3428.0896 6719095.1596,-3428.0896 6719045.1596,-3478.0896 6719045.1596,-3478.0896 6719095.1596)))",826,-3478.089599999999791,6719095.159599999897182,-3428.089599999999791,6719045.159599999897182,
"MULTIPOLYGON (((-3478.0896 6719045.1596,-3428.0896 6719045.1596,-3428.0896 6718995.1596,-3478.0896 6718995.1596,-3478.0896 6719045.1596)))",827,-3478.089599999999791,6719045.159599999897182,-3428.089599999999791,6718995.159600000828505,
"MULTIPOLYGON (((-3478.0896 6718995.1596,-3428.0896 6718995.1596,-3428.0896 6718945.1596,-3478.0896 6718945.1596,-3478.0896 6718995.1596)))",828,-3478.089599999999791,6718995.159600000828505,-3428.089599999999791,6718945.159599999897182,
"MULTIPOLYGON (((-3478.0896 6718945.1596,-3428.0896 6718945.1596,-3428.0896 6718895.1596,-3478.0896 6718895.1596,-3478.0896 6718945.1596)))",829,-3478.089599999999791,6718945.159599999897182,-3428.089599999999791,6718895.159599999897182,
"MULTIPOLYGON (((-3478.0896 6718895.1596,-3428.0896 6718895.1596,-3428.0896 6718845.1596,-3478.0896 6718845.1596,-3478.0896 6718895.1596)))",830,-3478.089599999999791,6718895.159599999897182,-3428.089599999999791,6718845.159599999897182,
"MULTIPOLYGON (((-3478.0896 6718845.1596,-3428.0896 6718845.1596,-3428.0896 6718795.1596,-3478.0896 6718795.1596,-3478.0896 6718845.1596)))",831,-3478.089599999999791,6718845.159599999897182,-3428.089599999999791,6718795.159599999897182,
"MULTIPOLYGON (((-3478.0896 6718795.1596,-3428.0896 6718795.1596,-3428.0896 6718745.1596,-3478.0896 6718745.1596,-3478.0896 6718795.1596)))",832,-3478.089599999999791,6718795.159599999897182,-3428.089599999999791,6718745.159599999897182,
"MULTIPOLYGON (((-3478.0896 6718745.1596,-3428.0896 6718745.1596,-3428.0896 6718695.1596,-3478.0896 6718695.1596,-3478.0896 6718745.1596)))",833,-3478.089599999999791,6718745.159599999897182,-3428.089599999999791,6718695.159599999897182,
"MULTIPOLYGON (((-3478.0896 6718695.1596,-3428.0896 6718695.1596,-3428.0896 6718645.1596,-3478.0896 6718645.1596,-3478.0896 6718695.1596)))",834,-3478.089599999999791,6718695.159599999897182,-3428.089599999999791,6718645.159599999897182,
"MULTIPOLYGON (((-3478.0896 6718645.1596,-3428.0896 6718645.1596,-3428.0896 6718595.1596,-3478.0896 6718595.1596,-3478.0896 6718645.1596)))",835,-3478.089599999999791,6718645.159599999897182,-3428.089599999999791,6718595.159599999897182,
"MULTIPOLYGON (((-3478.0896 6718595.1596,-3428.0896 6718595.1596,-3428.0896 6718545.1596,-3478.0896 6718545.1596,-3478.0896 6718595.1596)))",836,-3478.089599999999791,6718595.159599999897182,-3428.089599999999791,6718545.159599999897182,
"MULTIPOLYGON (((-3478.0896 6718545.1596,-3428.0896 6718545.1596,-3428.0896 6718495.1596,-3478.0896 6718495.1596,-3478.0896 6718545.1596)))",837,-3478.089599999999791,6718545.159599999897182,-3428.089599999999791,6718495.159599999897182,
"MULTIPOLYGON (((-3478.0896 6718495.1596,-3428.0896 6718495.1596,-3428.0896 6718445.1596,-3478.0896 6718445.1596,-3478.0896 6718495.1596)))",838,-3478.089599999999791,6718495.159599999897182,-3428.089599999999791,6718445.159599999897182,
"MULTIPOLYGON (((-3478.0896 6718445.1596,-3428.0896 6718445.1596,-3428.0896 6718395.1596,-3478.0896 6718395.1596,-3478.0896 6718445.1596)))",839,-3478.089599999999791,6718445.159599999897182,-3428.089599999999791,6718395.159599999897182,
"MULTIPOLYGON (((-3478.0896 6718395.1596,-3428.0896 6718395.1596,-3428.0896 6718345.1596,-3478.0896 6718345.1596,-3478.0896 6718395.1596)))",840,-3478.089599999999791,6718395.159599999897182,-3428.089599999999791,6718345.159599998965859,
"MULTIPOLYGON (((-3478.0896 6718345.1596,-3428.0896 6718345.1596,-3428.0896 6718295.1596,-3478.0896 6718295.1596,-3478.0896 6718345.1596)))",841,-3478.089599999999791,6718345.159599998965859,-3428.089599999999791,6718295.159599999897182,
"MULTIPOLYGON (((-3478.0896 6718295.1596,-3428.0896 6718295.1596,-3428.0896 6718245.1596,-3478.0896 6718245.1596,-3478.0896 6718295.1596)))",842,-3478.089599999999791,6718295.159599999897182,-3428.089599999999791,6718245.159599999897182,
"MULTIPOLYGON (((-3478.0896 6718245.1596,-3428.0896 6718245.1596,-3428.0896 6718195.1596,-3478.0896 6718195.1596,-3478.0896 6718245.1596)))",843,-3478.089599999999791,6718245.159599999897182,-3428.089599999999791,6718195.159600000828505,
"MULTIPOLYGON (((-3478.0896 6718195.1596,-3428.0896 6718195.1596,-3428.0896 6718145.1596,-3478.0896 6718145.1596,-3478.0896 6718195.1596)))",844,-3478.089599999999791,6718195.159600000828505,-3428.089599999999791,6718145.159599999897182,
"MULTIPOLYGON (((-3478.0896 6718145.1596,-3428.0896 6718145.1596,-3428.0896 6718095.1596,-3478.0896 6718095.1596,-3478.0896 6718145.1596)))",845,-3478.089599999999791,6718145.159599999897182,-3428.089599999999791,6718095.159599999897182,
"MULTIPOLYGON (((-3478.0896 6718095.1596,-3428.0896 6718095.1596,-3428.0896 6718045.1596,-3478.0896 6718045.1596,-3478.0896 6718095.1596)))",846,-3478.089599999999791,6718095.159599999897182,-3428.089599999999791,6718045.159599999897182,
"MULTIPOLYGON (((-3478.0896 6718045.1596,-3428.0896 6718045.1596,-3428.0896 6717995.1596,-3478.0896 6717995.1596,-3478.0896 6718045.1596)))",847,-3478.089599999999791,6718045.159599999897182,-3428.089599999999791,6717995.159599999897182,
"MULTIPOLYGON (((-3478.0896 6717995.1596,-3428.0896 6717995.1596,-3428.0896 6717945.1596,-3478.0896 6717945.1596,-3478.0896 6717995.1596)))",848,-3478.089599999999791,6717995.159599999897182,-3428.089599999999791,6717945.159599999897182,
"MULTIPOLYGON (((-3478.0896 6717945.1596,-3428.0896 6717945.1596,-3428.0896 6717895.1596,-3478.0896 6717895.1596,-3478.0896 6717945.1596)))",849,-3478.089599999999791,6717945.159599999897182,-3428.089599999999791,6717895.159599999897182,
"MULTIPOLYGON (((-3478.0896 6717895.1596,-3428.0896 6717895.1596,-3428.0896 6717845.1596,-3478.0896 6717845.1596,-3478.0896 6717895.1596)))",850,-3478.089599999999791,6717895.159599999897182,-3428.089599999999791,6717845.159599999897182,
"MULTIPOLYGON (((-3478.0896 6717845.1596,-3428.0896 6717845.1596,-3428.0896 6717795.1596,-3478.0896 6717795.1596,-3478.0896 6717845.1596)))",851,-3478.089599999999791,6717845.159599999897182,-3428.089599999999791,6717795.159599999897182,
"MULTIPOLYGON (((-3478.0896 6717795.1596,-3428.0896 6717795.1596,-3428.0896 6717745.1596,-3478.0896 6717745.1596,-3478.0896 6717795.1596)))",852,-3478.089599999999791,6717795.159599999897182,-3428.089599999999791,6717745.159599999897182,
"MULTIPOLYGON (((-3478.0896 6717745.1596,-3428.0896 6717745.1596,-3428.0896 6717695.1596,-3478.0896 6717695.1596,-3478.0896 6717745.1596)))",853,-3478.089599999999791,6717745.159599999897182,-3428.089599999999791,6717695.159599999897182,
"MULTIPOLYGON (((-3478.0896 6717695.1596,-3428.0896 6717695.1596,-3428.0896 6717645.1596,-3478.0896 6717645.1596,-3478.0896 6717695.1596)))",854,-3478.089599999999791,6717695.159599999897182,-3428.089599999999791,6717645.159599999897182,
"MULTIPOLYGON (((-3478.0896 6717645.1596,-3428.0896 6717645.1596,-3428.0896 6717595.1596,-3478.0896 6717595.1596,-3478.0896 6717645.1596)))",855,-3478.089599999999791,6717645.159599999897182,-3428.089599999999791,6717595.159599999897182,347.333333
"MULTIPOLYGON (((-3478.0896 6717595.1596,-3428.0896 6717595.1596,-3428.0896 6717545.1596,-3478.0896 6717545.1596,-3478.0896 6717595.1596)))",856,-3478.089599999999791,6717595.159599999897182,-3428.089599999999791,6717545.159599998965859,295.356688
"MULTIPOLYGON (((-3478.0896 6717545.1596,-3428.0896 6717545.1596,-3428.0896 6717495.1596,-3478.0896 6717495.1596,-3478.0896 6717545.1596)))",857,-3478.089599999999791,6717545.159599998965859,-3428.089599999999791,6717495.159599999897182,278.888889
"MULTIPOLYGON (((-3478.0896 6717495.1596,-3428.0896 6717495.1596,-3428.0896 6717445.1596,-3478.0896 6717445.1596,-3478.0896 6717495.1596)))",858,-3478.089599999999791,6717495.159599999897182,-3428.089599999999791,6717445.159599999897182,
"MULTIPOLYGON (((-3478.0896 6717445.1596,-3428.0896 6717445.1596,-3428.0896 6717395.1596,-3478.0896 6717395.1596,-3478.0896 6717445.1596)))",859,-3478.089599999999791,6717445.159599999897182,-3428.089599999999791,6717395.159600000828505,
"MULTIPOLYGON (((-3478.0896 6717395.1596,-3428.0896 6717395.1596,-3428.0896 6717345.1596,-3478.0896 6717345.1596,-3478.0896 6717395.1596)))",860,-3478.089599999999791,6717395.159600000828505,-3428.089599999999791,6717345.159599999897182,
"MULTIPOLYGON (((-3478.0896 6717345.1596,-3428.0896 6717345.1596,-3428.0896 6717295.1596,-3478.0896 6717295.1596,-3478.0896 6717345.1596)))",861,-3478.089599999999791,6717345.159599999897182,-3428.089599999999791,6717295.159599999897182,
"MULTIPOLYGON (((-3478.0896 6717295.1596,-3428.0896 6717295.1596,-3428.0896 6717245.1596,-3478.0896 6717245.1596,-3478.0896 6717295.1596)))",862,-3478.089599999999791,6717295.159599999897182,-3428.089599999999791,6717245.159599999897182,
"MULTIPOLYGON (((-3478.0896 6717245.1596,-3428.0896 6717245.1596,-3428.0896 6717195.1596,-3478.0896 6717195.1596,-3478.0896 6717245.1596)))",863,-3478.089599999999791,6717245.159599999897182,-3428.089599999999791,6717195.159599999897182,
"MULTIPOLYGON (((-3478.0896 6717195.1596,-3428.0896 6717195.1596,-3428.0896 6717145.1596,-3478.0896 6717145.1596,-3478.0896 6717195.1596)))",864,-3478.089599999999791,6717195.159599999897182,-3428.089599999999791,6717145.159599999897182,
"MULTIPOLYGON (((-3428.0896 6719545.1596,-3378.0896 6719545.1596,-3378.0896 6719495.1596,-3428.0896 6719495.1596,-3428.0896 6719545.1596)))",865,-3428.089599999999791,6719545.159599999897182,-3378.089599999999791,6719495.159599999897182,
"MULTIPOLYGON (((-3428.0896 6719495.1596,-3378.0896 6719495.1596,-3378.0896 6719445.1596,-3428.0896 6719445.1596,-3428.0896 6719495.1596)))",866,-3428.089599999999791,6719495.159599999897182,-3378.089599999999791,6719445.159599999897182,
"MULTIPOLYGON (((-3428.0896 6719445.1596,-3378.0896 6719445.1596,-3378.0896 6719395.1596,-3428.0896 6719395.1596,-3428.0896 6719445.1596)))",867,-3428.089599999999791,6719445.159599999897182,-3378.089599999999791,6719395.159599999897182,
"MULTIPOLYGON (((-3428.0896 6719395.1596,-3378.0896 6719395.1596,-3378.0896 6719345.1596,-3428.0896 6719345.1596,-3428.0896 6719395.1596)))",868,-3428.089599999999791,6719395.159599999897182,-3378.089599999999791,6719345.159599999897182,
"MULTIPOLYGON (((-3428.0896 6719345.1596,-3378.0896 6719345.1596,-3378.0896 6719295.1596,-3428.0896 6719295.1596,-3428.0896 6719345.1596)))",869,-3428.089599999999791,6719345.159599999897182,-3378.089599999999791,6719295.159599999897182,
"MULTIPOLYGON (((-3428.0896 6719295.1596,-3378.0896 6719295.1596,-3378.0896 6719245.1596,-3428.0896 6719245.1596,-3428.0896 6719295.1596)))",870,-3428.089599999999791,6719295.159599999897182,-3378.089599999999791,6719245.159599999897182,
"MULTIPOLYGON (((-3428.0896 6719245.1596,-3378.0896 6719245.1596,-3378.0896 6719195.1596,-3428.0896 6719195.1596,-3428.0896 6719245.1596)))",871,-3428.089599999999791,6719245.159599999897182,-3378.089599999999791,6719195.159599999897182,
"MULTIPOLYGON (((-3428.0896 6719195.1596,-3378.0896 6719195.1596,-3378.0896 6719145.1596,-3428.0896 6719145.1596,-3428.0896 6719195.1596)))",872,-3428.089599999999791,6719195.159599999897182,-3378.089599999999791,6719145.159599998965859,
"MULTIPOLYGON (((-3428.0896 6719145.1596,-3378.0896 6719145.1596,-3378.0896 6719095.1596,-3428.0896 6719095.1596,-3428.0896 6719145.1596)))",873,-3428.089599999999791,6719145.159599998965859,-3378.089599999999791,6719095.159599999897182,
"MULTIPOLYGON (((-3428.0896 6719095.1596,-3378.0896 6719095.1596,-3378.0896 6719045.1596,-3428.0896 6719045.1596,-3428.0896 6719095.1596)))",874,-3428.089599999999791,6719095.159599999897182,-3378.089599999999791,6719045.159599999897182,
"MULTIPOLYGON (((-3428.0896 6719045.1596,-3378.0896 6719045.1596,-3378.0896 6718995.1596,-3428.0896 6718995.1596,-3428.0896 6719045.1596)))",875,-3428.089599999999791,6719045.159599999897182,-3378.089599999999791,6718995.159600000828505,
"MULTIPOLYGON (((-3428.0896 6718995.1596,-3378.0896 6718995.1596,-3378.0896 6718945.1596,-3428.0896 6718945.1596,-3428.0896 6718995.1596)))",876,-3428.089599999999791,6718995.159600000828505,-3378.089599999999791,6718945.159599999897182,
"MULTIPOLYGON (((-3428.0896 6718945.1596,-3378.0896 6718945.1596,-3378.0896 6718895.1596,-3428.0896 6718895.1596,-3428.0896 6718945.1596)))",877,-3428.089599999999791,6718945.159599999897182,-3378.089599999999791,6718895.159599999897182,
"MULTIPOLYGON (((-3428.0896 6718895.1596,-3378.0896 6718895.1596,-3378.0896 6718845.1596,-3428.0896 6718845.1596,-3428.0896 6718895.1596)))",878,-3428.089599999999791,6718895.159599999897182,-3378.089599999999791,6718845.159599999897182,
"MULTIPOLYGON (((-3428.0896 6718845.1596,-3378.0896 6718845.1596,-3378.0896 6718795.1596,-3428.0896 6718795.1596,-3428.0896 6718845.1596)))",879,-3428.089599999999791,6718845.159599999897182,-3378.089599999999791,6718795.159599999897182,
"MULTIPOLYGON (((-3428.0896 6718795.1596,-3378.0896 6718795.1596,-3378.0896 6718745.1596,-3428.0896 6718745.1596,-3428.0896 6718795.1596)))",880,-3428.089599999999791,6718795.159599999897182,-3378.089599999999791,6718745.159599999897182,
"MULTIPOLYGON (((-3428.0896 6718745.1596,-3378.0896 6718745.1596,-3378.0896 6718695.1596,-3428.0896 6718695.1596,-3428.0896 6718745.1596)))",881,-3428.089599999999791,6718745.159599999897182,-3378.089599999999791,6718695.159599999897182,
"MULTIPOLYGON (((-3428.0896 6718695.1596,-3378.0896 6718695.1596,-3378.0896 6718645.1596,-3428.0896 6718645.1596,-3428.0896 6718695.1596)))",882,-3428.089599999999791,6718695.159599999897182,-3378.089599999999791,6718645.159599999897182,
"MULTIPOLYGON (((-3428.0896 6718645.1596,-3378.0896 6718645.1596,-3378.0896 6718595.1596,-3428.0896 6718595.1596,-3428.0896 6718645.1596)))",883,-3428.089599999999791,6718645.159599999897182,-3378.089599999999791,6718595.159599999897182,
"MULTIPOLYGON (((-3428.0896 6718595.1596,-3378.0896 6718595.1596,-3378.0896 6718545.1596,-3428.0896 6718545.1596,-3428.0896 6718595.1596)))",884,-3428.089599999999791,6718595.159599999897182,-3378.089599999999791,6718545.159599999897182,
"MULTIPOLYGON (((-3428.0896 6718545.1596,-3378.0896 6718545.1596,-3378.0896 6718495.1596,-3428.0896 6718495.1596,-3428.0896 6718545.1596)))",885,-3428.089599999999791,6718545.159599999897182,-3378.089599999999791,6718495.159599999897182,
"MULTIPOLYGON (((-3428.0896 6718495.1596,-3378.0896 6718495.1596,-3378.0896 6718445.1596,-3428.0896 6718445.1596,-3428.0896 6718495.1596)))",886,-3428.089599999999791,6718495.159599999897182,-3378.089599999999791,6718445.159599999897182,
"MULTIPOLYGON (((-3428.0896 6718445.1596,-3378.0896 6718445.1596,-3378.0896 6718395.1596,-3428.0896 6718395.1596,-3428.0896 6718445.1596)))",887,-3428.089599999999791,6718445.159599999897182,-3378.089599999999791,6718395.159599999897182,
"MULTIPOLYGON (((-3428.0896 6718395.1596,-3378.0896 6718395.1596,-3378.0896 6718345.1596,-3428.0896 6718345.1596,-3428.0896 6718395.1596)))",888,-3428.089599999999791,6718395.159599999897182,-3378.089599999999791,6718345.159599998965859,
"MULTIPOLYGON (((-3428.0896 6718345.1596,-3378.0896 6718345.1596,-3378.0896 6718295.1596,-3428.0896 6718295.1596,-3428.0896 6718345.1596)))",889,-3428.089599999999791,6718345.159599998965859,-3378.089599999999791,6718295.159599999897182,
"MULTIPOLYGON (((-3428.0896 6718295.1596,-3378.0896 6718295.1596,-3378.0896 6718245.1596,-3428.0896 6718245.1596,-3428.0896 6718295.1596)))",890,-3428.089599999999791,6718295.159599999897182,-3378.089599999999791,6718245.159599999897182,
"MULTIPOLYGON (((-3428.0896 6718245.1596,-3378.0896 6718245.1596,-3378.0896 6718195.1596,-3428.0896 6718195.1596,-3428.0896 6718245.1596)))",891,-3428.089599999999791,6718245.159599999897182,-3378.089599999999791,6718195.159600000828505,
"MULTIPOLYGON (((-3428.0896 6718195.1596,-3378.0896 6718195.1596,-3378.0896 6718145.1596,-3428.0896 6718145.1596,-3428.0896 6718195.1596)))",892,-3428.089599999999791,6718195.159600000828505,-3378.089599999999791,6718145.159599999897182,
